Question,Answers,Category
What is the TDS rate?,Tax is deducted at source at rates as mentioned in section 194A of the IT Act 1961. The present rates are as follows:,FAQ
What will the TDS rate be if I do not have a PAN card?,"In the absence of PAN, the TDS rate will be slightly higher. A 20% (including surcharge and education cess) TDS will be applicable.",FAQ
Where can I view the amount deducted against my FD as TDS?,"The amount deducted will reflect in the quarterly TDS certificate issued by Bajaj Finance Limited as per Rule 31 of the Income Tax Rules, 1962. It will also reflect in the FD holder’s statement of account, which can be downloaded from My Account.",FAQ
When does Bajaj Finance Limited issue a TDS certificate?,"As per Rule 31 of the Income Tax Rules, 1962, Bajaj Finance Limited issues a TDS certificate in Form 16A every quarter, within 15 days from the due date of furnishing the statement of tax deducted at source. The due date for the issue of the TDS certificate is given below:",FAQ
What is Form 15G/ 15H?,"Form 15G/ 15H is a self-declaration form that the depositor can submit to avoid TDS if their interest income from fixed deposits is higher than Rs. 5,000, but total income is below the taxable limit.",FAQ
What is the difference between Form 15G and Form 15H?,"Form 15G is meant for resident individuals below 60 years of age, while Form 15H is for those aged 60 years and above during that financial year.",FAQ
Where can I download Form 15G/ H from?,"These forms are readily available at your nearest Bajaj Finance Limited branch. You can also contact your tax consultant for the same. Alternatively, you can visit their website and download the forms online from the ‘Forms/ Download’ section.",FAQ
How will the submission of Form 15G/ H impact TDS deduction?,"If your total taxable income during the financial year is not likely to exceed the taxable limit as per the income tax slab, you can submit Form 15G/ H to Bajaj Finance Limited. From the date of submission of Form 15 G/ H, TDS will not be cut on the interest paid to you.",FAQ
"On submitting Form 15G/ H to Bajaj Finserv, will there be any query from the Income Tax Department?","Since a copy of Form 15G/ H has to be sent to the Income Tax Department, the department may raise a query if they deem it necessary.",FAQ
What is a fixed deposit scheme?,"A fixed deposit scheme is a savings option that helps you earn interest on money parked with Bajaj Finance Limited at periodic intervals, either through simple or compounded interest on the principal amount. The interest rates are typically higher than those of savings accounts because the money is locked in for a specific period and cannot be withdrawn at the will of the depositor, except in certain scenarios in which the customer is ready to bear the prematurity penalty.",FAQ
Who can invest in a Bajaj Finance Limited Fixed Deposit scheme?,"Individuals, companies, Hindu Undivided Families, a body of individuals, associations of persons, societies, trusts, sole proprietorships, partnerships, societies (both residential and credit co-operative), clubs, schools, universities etc., can invest.",FAQ
Who cannot invest in Bajaj Finance Limited Fixed Deposit scheme?,"Non-resident Indians, foreign citizens, persons of Indian origin (PIOs), charitable trusts and entities qualifying under section 11(5) of the Income Tax Act cannot invest in a Bajaj Finance Limited FD scheme.",FAQ
What are the available interest payout options?,"We offer cumulative and non-cumulative interest payment options.
In a non-cumulative fixed deposit scheme, the interest is payable monthly, quarterly, semi-annually and annually. This scheme is convenient if you require periodic interest payment.",FAQ
What are the interest rates offered by Bajaj Finance Limited?,"For information on FD interest rates, email fd@bajajfinserv.in.",FAQ
Will special rates be given to some categories of applicants?,"Yes, senior citizens are eligible for special rates over and above the card rates of interest. Senior citizens (more than 60 years of age, subject to proof of age) can get an additional rate of 0.25% per annum on the size of their deposit. ",FAQ
My loan/ FD with Bajaj Finance Limited has been closed/ has matured. Will I still get a 0.25% existing client benefit while investing in an FD?,"No, you will not be eligible for the benefit.",FAQ
I am an EMI Network Card holder. Will I still get 0.25% existing client benefit while investing in an FD?,"EMI Network Card holders will get the 0.25% existing client benefit only if they have used the card at least once, which means a loan account number has to get created in our records.",FAQ
I have availed of an auto loan from Bajaj Auto Finance Limited. Will I still get the 0.25% existing client benefit while investing in an FD?,"No, you will not.",FAQ
Are there any benefits on FD renewal?,There are no benefits on FD renewal.,FAQ
BFL has just changed the FD rates. Will those new rates apply to my existing deposit?,"No. Since you have locked in your money with us at a specific rate, you will continue to receive interest at that rate till maturity. If you wish to avail of the new rate, you can invest in a new FD with us.",FAQ
